ticker,industry
CME,financial & commodity market operators
CMF,exchange traded fund
CMFN,investment trusts
CMG,restaurants & bars
CMI,"auto, truck & motorcycle parts"
CMO,specialized reits
CMP,agricultural chemicals
CMPR,commercial printing services
CMRE,marine freight & logistics
CMRX,biotechnology & medical research
CMS,multiline utilities
CMT,non-paper containers & packaging
CMTA,biotechnology & medical research
CMTL,communications & networking
CN,exchange traded fund
CNA,property & casualty insurance
CNAC,holding companies
CNACU,holding companies
CNAT,biotechnology & medical research
CNBKA,banks
CNC,managed health care
CNCE,biotechnology & medical research
CNCR,exchange traded fund
CNDF,exchange traded fund
CNDT,it services & consulting
CNET,it services & consulting
CNFR,property & casualty insurance
CNHI,heavy machinery & vehicles
CNHX,exchange traded fund
CNI,ground freight & logistics
CNK,leisure & recreation
CNMD,"medical equipment, supplies & distribution"
CNNE,investment trusts
CNO,life & health insurance
CNOB,banks
CNP,multiline utilities
CNQ,oil & gas exploration and production
CNS,investment management & fund operators
CNSF,exchange traded fund
CNSL,integrated telecommunications services
CNTF,real estate development & operations
CNTY,casinos & gaming
CNX,coal
CNXM,oil & gas transportation services
CNXN,computer hardware
CNXT,exchange traded fund
CNYA,exchange traded fund
CO,healthcare facilities & services
COBZ,banks
COCP,pharmaceuticals
CODA,it services & consulting
CODI,investment trusts
CODX,biotechnology & medical research
COE,business support services
COF,consumer lending
COG,oil & gas exploration and production
COHN,diversified investment services
COHR,semiconductors
COHU,semiconductor equipment & testing
COKE,non-alcoholic beverages
COL,aerospace & defense
COLB,banks
COLD,real estate development & operations
COLL,pharmaceuticals
COLM,apparel & accessories
COM,exchange traded fund
COMB,exchange traded fund
COMG,exchange traded fund
COMM,communications & networking
COMT,exchange traded fund
CONE,specialized reits
CONN,computer & electronics retailers
COO,"medical equipment, supplies & distribution"
COOL,internet services
COP,oil & gas exploration and production
COPX,exchange traded fund
COR,commercial reits
CORE,air freight & courier services
CORI,pharmaceuticals
CORN,exchange traded fund
CORP,exchange traded fund
CORR,specialized reits
CORT,pharmaceuticals
CORV,pharmaceuticals
COST,discount stores
COT,business support supplies
COTV,advanced medical equipment & technology
COTY,personal products
COUP,software
COWN,investment banking & brokerage services
CP,ground freight & logistics
CPA,airlines
CPAC,construction materials
CPAH,software
CPB,food processing
CPE,oil & gas exploration and production
CPER,exchange traded fund
CPF,banks
CPG,oil & gas exploration and production
CPHC,casinos & gaming
CPHI,biotechnology & medical research
CPI,exchange traded fund
CPIX,pharmaceuticals
CPK,natural gas utilities
CPL,electric utilities
CPLA,personal services
CPLP,marine freight & logistics
CPRT,"auto vehicles, parts & service retailers"
CPRX,biotechnology & medical research
CPS,"auto, truck & motorcycle parts"
CPSH,electrical components & equipment
CPSI,it services & consulting
CPSS,consumer lending
CPST,heavy electrical equipment
CPT,residential reits
CPTA,closed end funds
CQH,oil & gas transportation services
CQP,oil & gas transportation services
CQQQ,exchange traded fund
CR,industrial machinery & equipment
CRAI,business support services
CRAK,exchange traded fund
CRAY,computer hardware
CRBN,exchange traded fund
CRBP,biotechnology & medical research
CRC,oil & gas exploration and production
CRCM,internet services
CRD.A,multiline insurance & brokers
CRD.B,multiline insurance & brokers
CRED,exchange traded fund
CREE,semiconductors
CREG,environmental services & equipment
CRESY,food retail & distribution
CRH,construction materials
CRHM,"medical equipment, supplies & distribution"
CRI,apparel & accessories retailers
CRIS,biotechnology & medical research
CRK,oil & gas exploration and production
CRL,biotechnology & medical research
CRM,it services & consulting
CRMD,pharmaceuticals
CRMT,"auto vehicles, parts & service retailers"
CRNT,communications & networking
CROC,exchange traded fund
CRON,pharmaceuticals
CROP,exchange traded fund
CROX,footwear
CRR,oil related services and equipment
CRS,steel
CRSP,biotechnology & medical research
CRT,investment management & fund operators
CRTO,advertising & marketing
CRUS,semiconductors
CRVL,healthcare facilities & services
CRVS,biotechnology & medical research
CRWS,toys & juvenile products
CRY,"medical equipment, supplies & distribution"
CRZO,oil & gas exploration and production
CS,banks
CSA,exchange traded fund
CSB,exchange traded fund
CSBR,biotechnology & medical research
CSCO,communications & networking
CSD,exchange traded fund
CSF,exchange traded fund
CSFL,banks
CSGP,internet services
CSGS,it services & consulting
CSII,"medical equipment, supplies & distribution"
CSIQ,renewable energy equipment & services
CSJ,exchange traded fund
CSL,industrial conglomerates
CSLT,advanced medical equipment & technology
CSM,exchange traded fund
CSML,exchange traded fund
CSOD,it services & consulting
CSPI,it services & consulting
CSS,other specialty retailers
CSSE,entertainment production
CSTE,construction supplies & fixtures
CSTM,aluminum
CSTR,banks
CSU,healthcare facilities & services
CSV,personal services
CSWC,investment trusts
CSWI,commodity chemicals
CSX,ground freight & logistics
CTAS,business support services
CTB,tires & rubber products
CTBI,banks
CTEK,commercial printing services
CTG,software
CTHR,apparel & accessories
CTIB,tires & rubber products
CTIC,biotechnology & medical research
CTL,integrated telecommunications services
CTLT,pharmaceuticals
CTMX,biotechnology & medical research
CTO,real estate development & operations
CTRE,specialized reits
CTRL,household electronics
CTRN,apparel & accessories retailers
CTRP,leisure & recreation
CTRV,biotechnology & medical research
CTS,electrical components & equipment
CTSH,it services & consulting
CTSO,advanced medical equipment & technology
CTT,specialized reits
CTWS,water utilities
CTXR,pharmaceuticals
CTXS,software
CUB,aerospace & defense
CUBE,specialized reits
CUBI,banks
CUE,biotechnology & medical research
CUI,electronic equipments & parts
CUK,"hotels, motels & cruise lines"
CULP,textiles & leather goods
CUMB,exchange traded fund
CUO,electrical components & equipment
CUR,pharmaceuticals
CURE,exchange traded fund
CURO,financial & commodity market operators
CUT,exchange traded fund
CUTR,advanced medical equipment & technology
CUZ,commercial reits
CVA,environmental services & equipment
CVBF,banks
CVCO,homebuilding
CVCY,banks
CVE,oil & gas refining and marketing
CVEO,real estate development & operations
CVG,it services & consulting
CVGI,"auto, truck & motorcycle parts"
CVGW,fishing & farming
CVI,oil & gas refining and marketing
CVLT,software
CVLY,banks
CVM,biotechnology & medical research
CVNA,"auto vehicles, parts & service retailers"
CVON,software
CVR,industrial machinery & equipment
CVRR,oil & gas refining and marketing
CVRS,advanced medical equipment & technology
CVS,drug retailers
CVTI,ground freight & logistics
CVU,aerospace & defense
CVV,industrial machinery & equipment
CVX,oil & gas refining and marketing
CVY,exchange traded fund
CW,aerospace & defense
CWAI,exchange traded fund
CWAY,banks
CWB,exchange traded fund
CWBC,banks
CWBR,biotechnology & medical research
CWCO,water utilities
CWEB,exchange traded fund
CWH,"auto vehicles, parts & service retailers"
CWI,exchange traded fund
CWS,exchange traded fund
CWST,environmental services & equipment
CWT,water utilities
CX,construction materials
CXDC,"auto, truck & motorcycle parts"
CXO,oil & gas exploration and production
CXP,commercial reits
CXSE,exchange traded fund
CXW,specialized reits
CY,semiconductors
CYAD,biotechnology & medical research
CYAN,pharmaceuticals
CYB,exchange traded fund
CYBE,electronic equipments & parts
CYBR,software
CYCC,biotechnology & medical research
CYD,"auto, truck & motorcycle parts"
CYH,healthcare facilities & services
CYOU,internet services
CYRN,software
CYRX,marine freight & logistics
CYS,specialized reits
CYTK,biotechnology & medical research
CYTR,biotechnology & medical research
CYTX,"medical equipment, supplies & distribution"
CZA,exchange traded fund
CZFC,banks
CZNC,banks
CZR,casinos & gaming
CZWI,banks
CZZ,oil & gas refining and marketing
D,electric utilities
DAC,marine freight & logistics
DAIO,it services & consulting
DAKT,electronic equipments & parts
DAL,airlines
DALI,exchange traded fund
DAN,"auto, truck & motorcycle parts"
DAR,food processing
DARE,biotechnology & medical research
DATA,software
DAVE,restaurants & bars
DAX,exchange traded fund
DB,banks
DBA,exchange traded fund
DBAP,exchange traded fund
DBAW,exchange traded fund
DBB,exchange traded fund
DBC,exchange traded fund
DBD,computer hardware
DBE,exchange traded fund
DBEF,exchange traded fund
DBEM,exchange traded fund
DBEU,exchange traded fund
DBEZ,exchange traded fund
DBGR,exchange traded fund
DBJP,exchange traded fund
DBKO,exchange traded fund
DBO,exchange traded fund
DBP,exchange traded fund
DBS,exchange traded fund
DBV,exchange traded fund
DBVT,pharmaceuticals
DBX,software
DCAR,software
DCI,environmental services & equipment
DCIX,marine freight & logistics
DCO,aerospace & defense
DCOM,banks
DCP,oil & gas transportation services
DCPH,biotechnology & medical research
DCT,commercial reits
DDBI,exchange traded fund
DDD,computer hardware
DDE,casinos & gaming
DDEZ,exchange traded fund
DDG,exchange traded fund
DDJP,exchange traded fund
DDLS,exchange traded fund
DDM,exchange traded fund
DDR,commercial reits
DDS,department stores
DDWM,exchange traded fund
DE,heavy machinery & vehicles
DEA,commercial reits
DECK,footwear
DEEF,exchange traded fund
DEF,exchange traded fund
DEFA,exchange traded fund
DEI,commercial reits
DELT,holding companies
DEM,exchange traded fund
DEMG,exchange traded fund
DENN,restaurants & bars
DEO,distillers & wineries
DEPO,pharmaceuticals
DERM,biotechnology & medical research
DES,exchange traded fund
DESC,exchange traded fund
DESP,leisure & recreation
DEST,apparel & accessories
DEUS,exchange traded fund
DEW,exchange traded fund
DEWJ,exchange traded fund
DEZU,exchange traded fund
DF,food processing
DFBG,apparel & accessories
DFBH,holding companies
DFBHU,holding companies
DFE,exchange traded fund
DFEN,exchange traded fund
DFFN,biotechnology & medical research
DFIN,professional information services
DFJ,exchange traded fund
DFND,exchange traded fund
DFNL,exchange traded fund
DFRG,restaurants & bars
DFS,consumer lending
DG,discount stores
DGICA,property & casualty insurance
DGICB,property & casualty insurance
DGII,communications & networking
DGL,exchange traded fund
DGLY,communications & networking
DGRE,exchange traded fund
DGRO,exchange traded fund
DGRS,exchange traded fund
DGRW,exchange traded fund
DGS,exchange traded fund
DGSE,apparel & accessories
DGT,exchange traded fund
DGX,healthcare facilities & services
DHCP,banks
DHDG,exchange traded fund
DHI,homebuilding
DHIL,investment management & fund operators
DHR,advanced medical equipment & technology
DHS,exchange traded fund
DHT,oil & gas transportation services
DHVW,exchange traded fund
DHX,employment services
DIA,exchange traded fund
DIAL,exchange traded fund
DIG,exchange traded fund
DIM,exchange traded fund
DIN,restaurants & bars
DINT,exchange traded fund
DIOD,semiconductors
DIS,broadcasting
DISCA,broadcasting
DISCB,broadcasting
DISCK,broadcasting
DISH,broadcasting
DIT,food retail & distribution
DIV,exchange traded fund
DIVA,exchange traded fund
DIVB,exchange traded fund
DIVO,exchange traded fund
DIVY,exchange traded fund
DJCO,consumer publishing
DJD,exchange traded fund
DK,oil & gas refining and marketing
DKL,oil & gas transportation services
DKS,other specialty retailers
DL,professional information services
DLA,apparel & accessories
DLB,entertainment production
DLHC,business support services
DLN,exchange traded fund
DLNG,oil & gas transportation services
DLPH,"auto, truck & motorcycle parts"
DLPN,entertainment production
DLR,commercial reits
DLS,exchange traded fund
DLTH,apparel & accessories
DLTR,discount stores
DLX,commercial printing services
DM,oil & gas transportation services
DMLP,integrated mining
DMPI,holding companies
DMRC,software
DMRI,exchange traded fund
DMRL,exchange traded fund
DMRM,exchange traded fund
DMRS,exchange traded fund
DNB,professional information services
DNBF,banks
DNJR,consumer lending
DNKN,restaurants & bars
DNL,exchange traded fund
DNLI,biotechnology & medical research
DNN,uranium
DNO,exchange traded fund
DNOW,industrial machinery & equipment
DNR,oil & gas exploration and production
DO,oil & gas drilling
DOC,specialized reits
DOCU,software
DOG,exchange traded fund
DOGS,exchange traded fund
DOGZ,apparel & accessories
DOL,exchange traded fund
DON,exchange traded fund
DOO,exchange traded fund
DOOR,construction supplies & fixtures
