Ticker;Price;Volatility
SOGO;9,61;2,75%
PNW;77,58;2,75%
SCG;35,35;2,75%
CC;49,31;2,74%
GSM;10,4;2,74%
SBOW;28,78;2,74%
AVEO;2,24;2,74%
AGFS;7,09;2,74%
CIEN;23,41;2,74%
ITI;5,11;2,74%
MA;195,37;2,74%
MT;33,04;2,73%
CTB;26;2,73%
TRK;16,59;2,73%
DPLO;23,26;2,73%
XRAY;43,42;2,73%
RDC;15,68;2,72%
CMRE;7,4;2,72%
SALT;7,4;2,72%
ECOM;14,85;2,72%
HL;3,71;2,71%
HHS;10,71;2,71%
MUSA;66,62;2,71%
NE;5,63;2,71%
GTHX;43,6;2,71%
LGND;197;2,71%
RBCN;7,96;2,71%
SMCI;24,4;2,71%
BNED;6,38;2,70%
CETV;3,8;2,70%
LEN;51,62;2,70%
VOXX;5,7;2,70%
HESM;21,24;2,70%
OBE;1,11;2,70%
ADUS;58,25;2,70%
CELC;18,5;2,70%
ALGT;151,1;2,70%
PLOW;47,05;2,70%
DSGX;30,25;2,70%
WIFI;22,01;2,70%
AMRK;14,06;2,69%
BID;55,89;2,69%
GCI;10,51;2,69%
UA;19,33;2,69%
BGNE;204,05;2,69%
PRAH;84,74;2,69%
ZIOP;4,89;2,69%
MMLP;15,25;2,69%
EIX;60,84;2,69%
PNM;39,05;2,69%
FWONA;30,66;2,68%
MVO;10,2;2,68%
ENSG;36,74;2,68%
STRM;1,47;2,68%
XENE;5,7;2,68%
CBZ;21;2,68%
LTBR;1,13;2,68%
GEC;3,8;2,68%
ES;55,8;2,68%
LXFR;19,17;2,67%
NGD;2,27;2,67%
WLK;116,58;2,67%
MAR;138,34;2,67%
NOV;41,85;2,67%
PDCE;61,35;2,67%
PLUG;1,89;2,67%
ALBO;30,75;2,67%
BAX;72,7;2,67%
SUPN;57,7;2,67%
DDS;83,04;2,66%
IMAX;20,9;2,66%
REVG;16,97;2,66%
CQP;35,61;2,66%
INOV;10,5;2,66%
NEWR;103,78;2,66%
GRIF;42,1;2,65%
MSGN;19,3;2,65%
TCS;7,68;2,65%
BPL;35,77;2,65%
NGS;22,95;2,65%
DYNT;3;2,65%
PDLI;2,71;2,65%
FTEK;1,15;2,65%
TNC;80,25;2,65%
KN;14,88;2,65%
NTCT;26,7;2,65%
FL;54,7;2,64%
LYV;43,57;2,64%
HAIN;25,9;2,64%
AM;30,98;2,64%
AMN;56,75;2,64%
TWOU;96,3;2,64%
STLD;49,97;2,63%
AXL;15,75;2,63%
BLMN;20,9;2,63%
EAT;43,57;2,63%
TVPT;17,89;2,63%
CVGW;89,5;2,63%
JBSS;68,08;2,63%
USFD;36,45;2,63%
EQT;51,91;2,63%
FOMX;5,15;2,63%
MICR;3,62;2,63%
ACTG;3,85;2,63%
ENR;60,09;2,63%
HNI;36,79;2,63%
RWC;3,9;2,63%
TNET;54,9;2,63%
WAIR;11,7;2,63%
ZDGE;3,85;2,63%
VIV;12,14;2,63%
NC;38,6;2,62%
SU;40,48;2,62%
ACOR;25,9;2,62%
XBIT;4,25;2,62%
GRMN;61,39;2,62%
NOVT;65,6;2,62%
AMKR;9,32;2,62%
DWCH;9,75;2,62%
RBBN;6,13;2,62%
SAH;21,2;2,61%
SPI;0,3611;2,61%
TCP;24,66;2,61%
CORT;18,5;2,61%
LMAT;34,43;2,61%
MEI;41,15;2,61%
AVT;38,63;2,61%
SLAB;107,8;2,61%
FCX;17,12;2,60%
PLM;0,78;2,60%
WOR;48,92;2,60%
PAGP;24,6;2,60%
OSUR;17,32;2,60%
ECHO;28,45;2,60%
FSTR;23,75;2,59%
TTM;21,42;2,59%
TDOC;50,8;2,59%
AU;8,7;2,58%
POPE;70,2;2,58%
MTOR;21,05;2,58%
LECO;90,69;2,58%
MKSI;114,9;2,58%
NSP;93,15;2,58%
WAB;99,91;2,58%
CASA;19,1;2,58%
IMMR;15,12;2,58%
SABR;24,93;2,58%
SMI;6,71;2,58%
FEDU;6,84;2,57%
WILC;7,01;2,57%
LHCG;77,23;2,57%
HY;67,75;2,57%
TXN;114,8;2,57%
ARTNA;39,32;2,57%
WRK;60,12;2,56%
QRTEA;20,22;2,56%
BF.A;54,07;2,56%
IFF;124,02;2,56%
AKAO;12,12;2,56%
CCF;122;2,56%
RUBI;2,4;2,56%
GRA;72,81;2,55%
UFAB;9,19;2,55%
MGM;31,79;2,55%
PAG;48,6;2,55%
ACRS;18,26;2,55%
GRUB;107,77;2,55%
TATT;7,95;2,55%
OGE;34,38;2,55%
VRTV;33,8;2,54%
KSS;68,37;2,54%
QNST;13,71;2,54%
SEAS;18,04;2,54%
AE;45,03;2,54%
AMRC;12;2,54%
LNG;66;2,54%
HALO;18,59;2,54%
PAHC;46;2,54%
SWK;141,58;2,54%
ZTO;20,71;2,54%
GSIT;7,63;2,54%
MXIM;60,09;2,54%
GLIBA;41,55;2,54%
TECK;27,5;2,53%
JAX;12;2,53%
MPO;13,23;2,53%
WRD;27,42;2,53%
RGEN;43,6;2,53%
EFII;34,22;2,53%
CLW;24;2,52%
CRWS;5,8;2,52%
FOXF;40,5;2,52%
KMX;69,89;2,52%
RL;137,87;2,52%
CSV;24,6;2,52%
NBL;35,65;2,52%
OXFD;14,59;2,52%
SSW;8,95;2,52%
PLPC;79;2,52%
CRS;59,55;2,51%
TRQ;2,84;2,51%
SMPL;13,17;2,51%
CIR;48,81;2,51%
BVXV;6,41;2,51%
MATX;34,29;2,51%
MINI;45,4;2,51%
BCOR;38,5;2,51%
OGS;74,46;2,51%
TUP;41,65;2,50%
ECT;2;2,50%
NRT;8,65;2,50%
APTO;3,59;2,50%
BGSF;18,7;2,50%
HCSG;36,06;2,50%
JTPY;2,05;2,50%
MSM;91,69;2,50%
ADTN;14,15;2,50%
MOBL;4,25;2,50%
CE;115,19;2,49%
CNTY;8,45;2,49%
FIVE;71,39;2,49%
GPIC;8,75;2,49%
IPAR;52,9;2,49%
SGRY;16,3;2,49%
HLG;80,49;2,49%
NVMI;29,89;2,49%
HNP;29,86;2,49%
NWPX;21,42;2,48%
OMN;10,2;2,48%
RGLD;89,87;2,48%
AAN;39,91;2,48%
CHTR;261,87;2,48%
DISCA;20,95;2,48%
MIK;18,67;2,48%
BRS;11,96;2,48%
NPO;72,59;2,48%
RFIL;7,1;2,48%
TRUE;9,85;2,48%
OTTR;45,55;2,48%
BMCH;20,35;2,47%
PKG;120,04;2,47%
SHW;386;2,47%
SSRM;10,29;2,47%
AKO.A;22,52;2,47%
CAH;52,66;2,47%
NOMD;17,71;2,47%
AVAV;58,5;2,47%
CTEK;4,15;2,47%
ISNS;4,15;2,47%
ACIW;24,4;2,47%
CTSH;76,87;2,47%
HWCC;8,25;2,47%
SRE;104,3;2,47%
CGA;1,23;2,46%
IPI;4,56;2,46%
BPT;28,6;2,46%
AEMD;1,25;2,46%
BRKR;30,5;2,46%
QURE;35,29;2,46%
NVT;26,8;2,46%
RBA;34,82;2,46%
ALLE;77,89;2,46%
BWA;49,95;2,45%
SORL;4,52;2,45%
EEQ;9,6;2,45%
ADES;11,07;2,45%
EBF;18,65;2,45%
HCCI;20,6;2,45%
WWD;75,97;2,45%
BCOV;10,45;2,45%
EVBG;46,61;2,45%
EXC;40,99;2,45%
GPL;1,24;2,44%
ALV;150,54;2,44%
DVD;2,1;2,44%
GPI;71,27;2,44%
TTS;7,3;2,44%
WWW;34,13;2,44%
DVN;41,4;2,44%
WMB;26,68;2,44%
ARCB;48;2,44%
MGI;6,59;2,44%
MANH;43,5;2,44%
PHI;24,39;2,44%
PPC;19,47;2,43%
COP;68,29;2,43%
ADMA;5,39;2,43%
ANIP;62,96;2,43%
IRWD;18,37;2,43%
AXE;62,2;2,43%
TWIN;28,06;2,43%
RST;16,35;2,43%
SWKS;100,97;2,43%
TRT;4,64;2,43%
LILAK;21,05;2,43%
AA;47,64;2,42%
ASIX;37,36;2,42%
EQM;56,72;2,42%
ROYT;2,1;2,42%
KERX;5,28;2,42%
CSL;108,81;2,42%
NVEC;110,49;2,42%
XYL;71,84;2,42%
SANM;29,35;2,42%
TMUS;56,87;2,42%
CNP;25,66;2,42%
LPX;29,82;2,41%
NXEO;9,57;2,41%
SCHN;31,6;2,41%
CELP;6,85;2,41%
SPWR;8,44;2,41%
GWPH;162,22;2,41%
IPCI;0,4102;2,41%
BLBD;18,85;2,41%
NOW;181,51;2,41%
QTWO;57,15;2,41%
NJR;43,95;2,41%
ABX;13,08;2,40%
AMC;14,8;2,40%
UNFI;46,34;2,40%
OXY;85,1;2,40%
YGE;1,67;2,40%
AUPH;5,83;2,40%
NTIC;32;2,40%
PRGS;38,38;2,40%
VNTR;17,62;2,39%
TAST;12,65;2,39%
CNCE;20,16;2,39%
R;67,68;2,39%
FIT;5,52;2,39%
DRI;88,5;2,38%
CHEF;27,75;2,38%
HLF;50,7;2,38%
VBLT;2,15;2,38%
PFIN;8,88;2,38%
TRTN;35,32;2,38%
DSPG;12,8;2,38%
NFLX;359,93;2,38%
PGLC;1,9;2,37%
CEQP;34;2,37%
GMED;55,95;2,37%
GTES;14,82;2,37%
MGRC;66,15;2,37%
TI.A;7,23;2,37%
AUY;2,87;2,36%
BZH;15,15;2,36%
DPZ;252,85;2,36%
NVR;3035,36;2,36%
JAZZ;170,75;2,36%
MOH;85,18;2,36%
SAIC;87,57;2,36%
RFP;10,8;2,35%
ERI;45,4;2,35%
PBH;33,7;2,35%
BPMC;84,48;2,35%
CLLS;30,37;2,35%
ODFL;159,36;2,35%
SAIA;82,5;2,35%
STRL;12,91;2,35%
BLKB;99,26;2,35%
LNT;40,63;2,35%
FLXN;27,01;2,34%
RETA;35,53;2,34%
STML;19,65;2,34%
JMEI;2,57;2,34%
NSSC;11,85;2,34%
NEE;163,08;2,34%
MEOH;69,55;2,33%
BC;64,99;2,33%
GM;43,2;2,33%
PENN;33,83;2,33%
TACO;12,13;2,33%
AMGP;19,57;2,33%
ARLP;19,5;2,33%
SHPG;160,75;2,33%
GV;4,35;2,33%
TKR;47,55;2,33%
CHKP;99,04;2,33%
CNXN;29,93;2,33%
NTGR;60,6;2,33%
WB;103,3;2,33%
SCHL;44,71;2,32%
BABY;36,7;2,32%
UTMD;104,6;2,32%
KLXI;72,77;2,32%
WTS;78;2,32%
AIRG;8,35;2,32%
WPZ;39,64;2,31%
RVP;0,87;2,31%
CISN;15,01;2,31%
SIMO;48,79;2,31%
GSS;0,7;2,30%
HABT;8,85;2,30%
MDP;50,05;2,30%
EVGN;3,03;2,30%
PSX;119;2,30%
OTIC;4,4;2,30%
ABB;23,23;2,30%
HCHC;6,16;2,30%
KIQ;0,508;2,30%
MITK;8,75;2,30%
EMN;105,78;2,29%
DG;89,26;2,29%
PBPB;13,2;2,29%
TMHC;21,79;2,29%
FMX;83,04;2,29%
HNRG;7,53;2,29%
TST;1,77;2,29%
AEY;1,34;2,29%
CSCO;43,66;2,29%
EGOV;15,5;2,29%
AEP;66,68;2,29%
KRO;24,88;2,28%
FBM;15,51;2,28%
POST;77,69;2,28%
RMP;18,81;2,28%
TEGP;21,67;2,28%
FLOW;44,01;2,28%
PKOH;39,7;2,28%
SMTX;3;2,28%
CMG;438,62;2,27%
WOW;8,92;2,27%
IMMY;2,23;2,27%
MOR;26,66;2,27%
DSWL;3,12;2,27%
EEX;20,58;2,27%
HOLI;24,25;2,27%
LSTR;115,75;2,27%
MLI;30,7;2,27%
EGL;31,92;2,27%
ENV;53,7;2,27%
RENN;8,85;2,27%
CWCO;13,15;2,27%
WAAS;14,82;2,27%
TRS;29,2;2,26%
CPRT;55,57;2,26%
DISCK;19,85;2,26%
TEN;44,71;2,26%
BORN;1,33;2,26%
ADAP;13,44;2,26%
FDX;253,6;2,26%
ACN;158,89;2,26%
LOGI;41,54;2,26%
NI;24,74;2,26%
FF;13,42;2,25%
PDCO;20,98;2,25%
CFX;30,77;2,25%
HSII;38,4;2,25%
CCMP;114,55;2,25%
SYMC;21,02;2,25%
CNSL;11,32;2,25%
VG;11,59;2,25%
JHX;17,13;2,24%
WPM;21,91;2,24%
BBY;68,85;2,24%
FRGI;24,8;2,24%
M;35,56;2,24%
DF;9,58;2,24%
LRN;16,27;2,24%
NUS;83,17;2,24%
STZ.B;222,96;2,24%
ARII;41,55;2,24%
ESLT;120,67;2,24%
HTLD;19,03;2,24%
KEYS;59,81;2,24%
KVHI;11,25;2,24%
NVDA;257,62;2,24%
CMS;45,17;2,24%
NATR;9,05;2,23%
ICUI;295,8;2,23%
NVRO;77,44;2,23%
SNHY;50,4;2,23%
YRCW;10,91;2,23%
AVGO;256,34;2,23%
EIGI;9;2,23%
MANT;54,67;2,23%
ATO;87,98;2,23%
BKE;25;2,22%
EPC;44,15;2,22%
DSKE;9,64;2,22%
PPL;26,96;2,22%
SR;70,4;2,22%
USCR;60,55;2,21%
MAS;37,63;2,21%
MBUU;43,53;2,21%
PLCE;130,5;2,21%
CTXR;2,7;2,21%
LEXEA;43,18;2,21%
YELP;43,11;2,21%
LBRDK;68,7;2,20%
CBM;45,95;2,20%
HEI;92,92;2,20%
STCN;2,08;2,20%
XEL;44,74;2,20%
UNVR;27,71;2,19%
CCS;29,8;2,19%
KTWO;23,86;2,19%
MZOR;59,2;2,19%
AME;74,21;2,19%
AGR;52,26;2,19%
HGV;40,43;2,18%
SSP;12,51;2,18%
LMNR;24,69;2,18%
PM;78,18;2,18%
GEL;22,42;2,18%
NSH;13,8;2,18%
RDUS;28,67;2,18%
ALSN;41,86;2,18%
CRAI;54,55;2,18%
APTI;33,13;2,18%
QRVO;81,81;2,18%
NEP;44,05;2,18%
RPM;49,91;2,17%
AUTO;3,65;2,17%
GEOS;11,21;2,17%
ARCW;2,35;2,17%
AWX;2,3;2,17%
CPA;109,23;2,17%
MWA;12,11;2,17%
PH;172,71;2,17%
TEX;39,97;2,17%
TCCO;4,65;2,17%
COLM;88,83;2,16%
MMYT;35,3;2,16%
SHAK;60,16;2,16%
EURN;9,3;2,16%
SGU;9,34;2,16%
AMED;76,63;2,16%
ONS;0,9202;2,16%
PTIE;9,98;2,16%
CEA;38,92;2,16%
EML;30,75;2,16%
LKSD;12,64;2,16%
MCRN;20,04;2,16%
COHU;24,46;2,16%
FTV;73,81;2,16%
QADA;52,05;2,16%
BKH;57,02;2,16%
DUK;76,08;2,16%
LAD;97,67;2,15%
LVS;80,47;2,15%
EC;21,7;2,15%
COTV;33,98;2,15%
HAE;91,01;2,15%
MRK;60,56;2,15%
HDS;41,18;2,15%
MRC;20,46;2,15%
ANGI;15,27;2,15%
GLOB;52,31;2,15%
AFI;13,1;2,14%
CATO;23,22;2,14%
GAIA;18,85;2,14%
JWN;49,59;2,14%
ANDX;43,79;2,14%
VAR;120,13;2,14%
AL;44,93;2,14%
KE;19;2,14%
ELLO;8,11;2,14%
POWI;75,8;2,14%
QLYS;78,1;2,14%
TTMI;17,87;2,14%
DBVT;22,19;2,13%
FARO;54,6;2,13%
FCN;62,5;2,13%
GPN;113,4;2,13%
DGII;11,85;2,13%
RP;59,95;2,13%
OTEL;14,35;2,13%
NRG;33,91;2,13%
CCK;43,72;2,12%
LAKE;14,35;2,12%
THRM;36,1;2,12%
CCJ;10,45;2,12%
ADP;132,73;2,12%
IAG;6,18;2,11%
TG;24,05;2,11%
DLPH;50,9;2,11%
LAUR;16,24;2,11%
PPIH;9,6;2,11%
AMBR;9,15;2,11%
TYPE;21,75;2,11%
VVI;53,45;2,10%
ABEV;5,27;2,10%
NR;10,85;2,10%
A;62,78;2,10%
CO;9,68;2,10%
KBR;18,44;2,10%
WNC;20,08;2,10%
ACIA;32,79;2,10%
TEUM;2,42;2,10%
BEL;12,05;2,09%
CHDN;296,25;2,09%
EYE;36,57;2,09%
VAC;121,74;2,09%
PSXP;53,18;2,09%
JYNT;7,27;2,09%
MASI;101;2,09%
PRAN;2,07;2,09%
MOG.A;82,06;2,09%
TEDU;9,66;2,09%
WNS;51,28;2,09%
COUP;54,07;2,09%
INAP;10,92;2,09%
TI;8,17;2,09%
HUN;32,15;2,08%
USAS;3,52;2,08%
MTN;245,46;2,08%
ESRX;77,07;2,08%
TRGP;48,79;2,08%
ATKR;21,76;2,08%
MAGS;5,29;2,08%
PESI;4,9;2,08%
ANSS;165,8;2,08%
PAYC;105,57;2,08%
PAH;12,12;2,07%
KBH;26,4;2,07%
PLAY;41,69;2,07%
APU;41,68;2,07%
ICLR;131,03;2,07%
USPH;94,15;2,07%
AIR;45,32;2,07%
CCRN;12,19;2,07%
RYAAY;118,21;2,07%
AEIS;66,53;2,07%
NUAN;13,59;2,07%
WTR;34,71;2,07%
BRSS;31,9;2,06%
PPG;102,01;2,06%
MAT;15,8;2,06%
MCS;31,65;2,06%
WES;51,86;2,06%
VRNS;78,75;2,06%
ZIXI;5,4;2,06%
AMX;15,79;2,06%
D;63,36;2,06%
POR;42,27;2,06%
GLT;17,71;2,05%
AMCX;57,53;2,05%
BOJA;14,7;2,05%
COST;197,13;2,05%
MDRX;12,75;2,05%
MEDP;42,63;2,05%
ZTS;85,42;2,05%
LABL;69,45;2,05%
ROK;178,6;2,05%
ADI;98,4;2,05%
GIGM;2,92;2,05%
MSN;1,48;2,05%
SINA;92,24;2,05%
VICR;44,45;2,05%
SHEN;32,05;2,05%
APDN;1,5;2,04%
RYAM;17,88;2,04%
CHH;81,5;2,04%
EXPE;120,02;2,04%
GNTX;24,06;2,04%
MANU;21,1;2,04%
MNRO;55,25;2,04%
LMNX;28,56;2,04%
APWC;2,45;2,04%
CWST;23,86;2,04%
MAN;91,25;2,04%
SPGI;200,32;2,04%
TPC;19,9;2,04%
FLIR;54,73;2,04%
MSFT;100,79;2,04%
NANO;42,42;2,04%
XNET;12,44;2,04%
CDE;7,91;2,03%
OLN;32,22;2,03%
LBRDA;68,27;2,03%
ORLY;272,48;2,03%
TLF;7,35;2,03%
TOUR;6,7;2,03%
TPR;44,5;2,03%
TGP;17,25;2,03%
BSTC;43;2,03%
CYAN;4;2,03%
MDT;87,83;2,03%
VIVO;14,95;2,03%
BSTI;11,9;2,03%
TTC;59,02;2,03%
DAKT;7,95;2,03%
ULTI;265,94;2,03%
WSTL;2,89;2,03%
ATNI;54,45;2,03%
CX;5,95;2,02%
BATRK;25,08;2,02%
SKIS;5,05;2,02%
BFRA;12,9;2,02%
LFUS;215,86;2,02%
NSIT;47,62;2,02%
HE;33,98;2,02%
SO;44,2;2,02%
FSM;5,54;2,01%
IQV;100,49;2,01%
PMD;20,25;2,01%
FISV;73,33;2,01%
FLS;40,89;2,01%
KSU;108,43;2,01%
VRSN;132,57;2,01%
ED;75,54;2,01%
AZO;653,12;2,00%
SVU;18,82;2,00%
PBFX;20,35;2,00%
ASGN;77,99;2,00%
ATTO;7,6;2,00%
CGNX;46,35;2,00%
CSX;65,44;2,00%
WBT;19,81;2,00%
XPO;106,67;2,00%
MAXR;48,15;2,00%
RPD;32,03;2,00%
AWK;82,13;2,00%
MLM;225,15;1,99%
VSM;40,5;1,99%
JOUT;76,62;1,99%
IRIX;7,16;1,99%
AVH;7,67;1,99%
KMT;37,29;1,99%
RELL;9,7;1,99%
SHIP;0,8754;1,99%
OR;10,21;1,98%
NXST;66,85;1,98%
SRI;31,89;1,98%
WING;50,19;1,98%
BLD;83,74;1,98%
COMM;29,79;1,98%
MIME;44,19;1,98%
MODN;17,95;1,98%
KGC;3,58;1,97%
TRCO;35,99;1,97%
XOXO;32,78;1,97%
ABAC;2,17;1,97%
CPHI;0,272;1,97%
XENT;42,2;1,97%
DFIN;15,31;1,97%
ESNC;0,344;1,97%
JBLU;18,77;1,97%
MRTN;23,2;1,97%
RXN;29,67;1,97%
DOCU;50,12;1,97%
FICO;187,38;1,97%
PYPL;83,25;1,97%
TLND;57,17;1,97%
RIO;57,54;1,96%
CRI;108,6;1,96%
BIO;290,64;1,96%
MESO;5,71;1,96%
ENS;80,35;1,96%
CRM;130,52;1,96%
IDCC;80,15;1,96%
PEG;52,55;1,96%
GEF;59,27;1,95%
RCL;106,33;1,95%
SEM;18,25;1,95%
UTHR;106,99;1,95%
DNB;124,75;1,95%
SXI;101,6;1,95%
CDW;81;1,95%
AEE;58,11;1,95%
BWL.A;15,75;1,94%
NWS;15,6;1,94%
WKHS;2,62;1,94%
MGPI;87,93;1,94%
CNQ;34,46;1,94%
CQH;30,01;1,94%
CTSO;11,35;1,94%
ITGR;65,95;1,94%
AEGN;26,09;1,94%
CMPR;139,71;1,94%
FWRD;60,31;1,94%
JEC;65,41;1,94%
UAL;69,25;1,94%
AOSL;15,72;1,94%
LPSN;19,5;1,94%
WK;26,2;1,94%
SWX;76,25;1,94%
NEU;386,43;1,93%
FBHS;56,8;1,93%
RICK;32,01;1,93%
MPLX;36,09;1,93%
RAIL;17,37;1,93%
MTLS;12,05;1,93%
CRH;37,15;1,92%
GG;14,08;1,92%
PLNT;39,96;1,92%
RDIB;26,57;1,92%
KMI;16,9;1,92%
SHI;73,57;1,92%
STNG;2,89;1,92%
HSIC;69,53;1,92%
NSTG;12,91;1,92%
HUBB;107,96;1,92%
SNDR;29,8;1,92%
ARW;75,38;1,92%
TDC;39,7;1,92%
FE;34,2;1,92%
CXDC;3,95;1,91%
VMI;148,2;1,91%
LOPE;112,06;1,91%
PAA;23,71;1,91%
CSII;30,17;1,91%
NTRA;11,69;1,91%
SVA;7,89;1,91%
ACCO;13;1,91%
CW;128,88;1,91%
ROP;279,43;1,91%
DIOD;34,63;1,91%
MXL;18,66;1,91%
SNX;108,37;1,91%
AY;18,96;1,91%
WEC;62,32;1,91%
AXTA;31,48;1,90%
LOCO;10,65;1,90%
MHO;27,67;1,90%
BTAI;11,13;1,90%
LH;182,42;1,90%
NHC;67,01;1,90%
CUO;16,8;1,90%
EME;76,8;1,90%
EXPD;75,62;1,90%
TAX;10,55;1,90%
TEL;94,59;1,90%
TTEK;55,7;1,90%
CDNS;43,21;1,90%
VSH;21,1;1,90%
JE;3,72;1,90%
AAP;128,34;1,89%
F;11,71;1,89%
FUN;65,98;1,89%
HOFT;37,45;1,89%
MATR;2,7;1,89%
NCMI;7,45;1,89%
MGNX;23,07;1,89%
SNY;38,79;1,89%
TCON;2,7;1,89%
AOS;63,54;1,89%
AYR;21,22;1,89%
CY;16,68;1,89%
EBIX;74,9;1,89%
HPE;15,53;1,89%
KTCC;8,49;1,89%
NICE;106,94;1,89%
UUU;1,35;1,89%
BCC;48,35;1,88%
KMG;67,06;1,88%
MERC;16,1;1,88%
CTRP;45,09;1,88%
DNKN;63,78;1,88%
NHTC;22,14;1,88%
RIBT;1,63;1,88%
SFM;21,61;1,88%
ETE;17,49;1,88%
PNR;43,86;1,88%
VSEC;50,05;1,88%
WEX;177,65;1,88%
CYBR;61,98;1,88%
IDTI;33,82;1,88%
NXTD;1,89;1,88%
RACE;132,9;1,87%
SBH;15,07;1,87%
BUD;93,42;1,87%
WBA;62,86;1,87%
AIT;70,05;1,87%
MTW;24,61;1,87%
NDSN;126,72;1,87%
PCAR;62,97;1,87%
UEPS;9,76;1,87%
MLNX;86,5;1,87%
CL;62,69;1,86%
WDFC;139,3;1,86%
ASC;8,15;1,86%
CVA;16,25;1,86%
SRT;6,8;1,86%
FFIV;175,19;1,86%
RNG;76,2;1,86%
APOG;43,92;1,85%
HRB;27,89;1,85%
JJSF;143,05;1,85%
GTE;3,27;1,85%
VNDA;17,7;1,85%
ALK;60,86;1,85%
CLFD;10,85;1,85%
CPSI;32,7;1,85%
EVTC;21,75;1,85%
HRS;152,69;1,85%
JBL;28,68;1,85%
DS;6,58;1,84%
BCPC;97,8;1,84%
STKL;8,15;1,84%
LNN;100,24;1,84%
CBPX;30,2;1,83%
PZZA;51,26;1,83%
RDI;15,79;1,83%
APOP;7,47;1,83%
NXTM;27,43;1,83%
PRGO;74,08;1,83%
FELE;47;1,83%
MCO;172,96;1,83%
SYNA;42,46;1,83%
TCX;63,45;1,83%
ZEN;56,84;1,83%
CTWS;64,09;1,83%
UTL;47,98;1,83%
VMC;129,32;1,82%
PICO;11,05;1,82%
CPB;33,28;1,82%
REED;2,8;1,82%
EVA;30,5;1,82%
AMDA;1,12;1,82%
BIIB;297,09;1,82%
CERS;6,65;1,82%
AGCO;64,34;1,82%
ARTW;2,8;1,82%
APH;88,37;1,82%
HDP;17,84;1,82%
HIL;5,6;1,82%
LN;36,07;1,82%
OTEX;35,31;1,82%
APTV;99,08;1,81%
BJRI;55,7;1,81%
JACK;80,42;1,81%
MDC;31,77;1,81%
NEWM;16,78;1,81%
WEN;16,09;1,81%
ABC;83,34;1,81%
MDR;21,9;1,81%
WCG;222,7;1,81%
FDS;203,93;1,81%
LUV;50,96;1,81%
USDP;11,1;1,81%
WSO;185,94;1,81%
AAPL;190,24;1,81%
AUDC;7,22;1,81%
LUNA;3,39;1,80%
FC;28,15;1,80%
MX;11,3;1,80%
PSDO;13,52;1,80%
OPTT;1,12;1,80%
UGI;50,44;1,80%
CTRN;29,66;1,79%
ILMN;276,33;1,79%
KAMN;71,54;1,79%
NPK;112,5;1,79%
AMSWA;13,2;1,79%
FLEX;13,95;1,79%
FSCT;30,05;1,79%
WSTG;14,15;1,79%
KGJI;1,29;1,78%
LNDC;14,2;1,78%
OFIX;55,39;1,78%
OMI;16,44;1,78%
PKI;75,26;1,78%
EEFT;84,4;1,78%
ESE;56,4;1,78%
LAYN;15,37;1,78%
OSK;73,82;1,78%
RBC;80,2;1,78%
ACXM;29,28;1,78%
CPS;125,63;1,77%
TSN;68,09;1,77%
SBR;48,25;1,77%
HUM;289,68;1,77%
TMO;211,83;1,77%
CTS;32,8;1,77%
AZPN;94,17;1,77%
IPHS;48,31;1,76%
KRA;48,97;1,76%
RS;94,25;1,76%
BSM;18,14;1,76%
INVA;14,95;1,76%
HA;37,15;1,76%
SHSP;8,1;1,76%
WYY;0,549;1,76%
CRMT;62,9;1,75%
TK;8,1;1,75%
ALNY;100,65;1,75%
PINC;33,17;1,75%
B;59,52;1,75%
CACI;166,55;1,75%
SNPS;89,46;1,75%
S;5,2;1,75%
FMC;88,27;1,74%
GCP;32;1,74%
KOP;40,85;1,74%
NNI;62,09;1,74%
WBC;122,05;1,74%
AWI;61,5;1,73%
WMK;55,2;1,73%
WVVI;8,24;1,73%
HEP;29,45;1,73%
HSTM;27,9;1,73%
CUB;70,35;1,73%
GVA;57,18;1,73%
HURN;40,45;1,73%
JCI;33,73;1,73%
SCS;14,55;1,73%
INXN;64,39;1,73%
ALB;94,26;1,72%
VGZ;0,7039;1,72%
ZEUS;23,47;1,72%
ELY;19,15;1,72%
RGR;60,95;1,72%
TREX;117,87;1,72%
DAR;18,66;1,72%
CVX;123,85;1,72%
SPH;23,51;1,72%
NVS;75,6;1,72%
NVTA;7,5;1,72%
PTX;2,36;1,72%
CREE;47,32;1,72%
MSTR;130,42;1,72%
ROG;115,17;1,72%
SSTK;48,01;1,72%
VSAT;63,25;1,72%
CPK;79,25;1,72%
PAAS;17,7;1,71%
LEN.B;41,31;1,71%
PRTY;14,8;1,71%
PSMT;84,65;1,71%
PRMW;17;1,71%
PODD;94,82;1,71%
AAL;44;1,71%
ATU;23,55;1,71%
CSGP;385,44;1,71%
GFI;3,55;1,70%
ENB;30,73;1,70%
TOT;61,3;1,70%
RIGL;3,25;1,70%
FIX;47,1;1,70%
TDG;338,43;1,70%
FNJN;2,89;1,70%
PLUS;92;1,70%
TTEC;35,75;1,70%
CMI;143,58;1,69%
GRBK;11,95;1,69%
TRP;41,48;1,69%
USAC;18,51;1,69%
ATRI;594;1,69%
BA;356,72;1,69%
THR;23,23;1,69%
FEYE;16,8;1,69%
ZAYO;34,56;1,69%
YORW;32,55;1,69%
MTEX;21,1;1,68%
CKH;52,26;1,68%
MTRX;19,45;1,68%
ZBH;112,61;1,68%
MSI;109,11;1,68%
